respondent_id,religiosity,social_activities,social_meetings,discuss_matters
31282,3,3,7,1.0
31283,6,1,4,1.0
31284,6,2,6,1.0
31285,7,2,2,1.0
31286,6,3,6,1.0
31287,10,1,1,1.0
31288,5,3,5,1.0
31289,9,4,7,2.0
31290,8,3,5,1.0
31291,5,3,6,1.0
31292,4,3,2,1.0
31293,9,3,5,1.0
31294,5,3,5,1.0
31295,8,3,6,1.0
31296,5,3,6,1.0
31297,7,3,7,1.0
31298,0,3,7,1.0
31299,3,1,5,1.0
31300,2,3,5,1.0
31301,5,3,2,2.0
31302,6,4,6,1.0
31303,8,2,5,1.0
31304,7,3,7,1.0
31305,5,3,7,1.0
31306,5,3,5,1.0
31307,5,4,7,1.0
31308,5,1,4,1.0
31309,7,2,6,1.0
31310,8,1,3,1.0
31311,7,4,5,1.0
31312,5,2,5,1.0
31313,8,3,6,1.0
31314,3,3,6,1.0
31315,9,3,5,1.0
31316,8,4,5,1.0
31317,4,4,7,1.0
31318,8,1,5,1.0
31319,5,2,6,1.0
31320,7,3,7,1.0
31321,9,1,7,1.0
31322,5,3,6,1.0
31323,6,3,4,1.0
31324,0,3,7,1.0
31325,6,2,6,1.0
31326,8,3,6,1.0
31327,5,1,5,1.0
31328,1,3,4,1.0
31329,1,3,5,1.0
31330,6,3,6,1.0
31331,5,3,7,1.0
31332,7,3,7,1.0
31333,0,2,5,1.0
31334,1,3,7,1.0
31335,0,4,7,1.0
31336,3,3,7,1.0
31337,6,3,4,1.0
31338,2,3,5,1.0
31339,5,3,5,1.0
31340,7,3,6,1.0
31341,5,3,2,1.0
31342,7,3,1,1.0
31343,0,3,6,1.0
31344,6,2,6,1.0
31345,6,3,4,1.0
31346,4,2,5,1.0
31347,6,3,3,1.0
31348,1,3,4,1.0
31349,6,2,5,1.0
31350,8,2,5,1.0
31351,1,2,5,1.0
31352,7,2,6,1.0
31353,0,1,2,2.0
31354,7,3,3,1.0
31355,7,3,6,1.0
31356,5,4,7,1.0
31357,5,2,4,1.0
31358,8,3,6,1.0
31359,7,2,6,1.0
31360,8,4,6,1.0
31361,7,3,7,1.0
31362,5,2,6,1.0
31363,1,3,6,1.0
31364,4,2,4,1.0
31365,10,1,2,1.0
31366,8,3,5,1.0
31367,1,2,6,1.0
31368,7,2,7,1.0
31369,8,2,4,1.0
31370,0,1,2,1.0
31371,6,3,7,1.0
31372,5,3,6,1.0
31373,7,2,5,1.0
31374,5,3,6,1.0
31375,1,3,6,1.0
31376,4,3,6,1.0
31377,5,2,7,1.0
31378,8,2,6,1.0
31379,8,3,5,1.0
31380,6,3,7,1.0
31381,7,3,4,1.0
31382,6,3,6,1.0
31383,0,3,6,1.0
31384,0,3,7,1.0
31385,6,5,6,1.0
31386,0,2,5,1.0
31387,7,4,7,1.0
31388,6,3,5,1.0
31389,8,1,2,1.0
31390,2,4,6,1.0
31391,2,2,4,1.0
31392,0,5,7,1.0
31393,10,4,6,1.0
31394,8,2,6,1.0
31395,5,3,7,1.0
31396,7,1,6,1.0
31397,7,3,6,1.0
31398,1,3,6,1.0
31399,0,3,6,1.0
31400,6,2,6,1.0
31401,7,3,5,1.0
31402,3,3,5,1.0
31403,8,3,7,1.0
31404,4,2,7,1.0
31405,2,2,6,1.0
31406,5,3,7,1.0
31407,9,2,4,1.0
31408,6,3,6,2.0
31409,4,3,7,1.0
31410,8,3,6,1.0
31411,6,3,6,1.0
31412,7,1,4,2.0
31413,6,3,4,1.0
31414,8,3,7,1.0
31415,0,4,6,1.0
31416,6,3,6,1.0
31417,2,3,5,2.0
31418,2,5,5,1.0
31419,10,2,5,1.0
31420,0,5,6,1.0
31421,5,3,7,1.0
31422,6,2,5,1.0
31423,6,3,6,1.0
31424,8,1,4,2.0
31425,5,2,6,2.0
31426,5,3,6,1.0
31427,5,3,6,1.0
31428,7,3,7,1.0
31429,6,5,4,1.0
31430,7,1,6,1.0
31431,1,3,6,1.0
31432,5,3,7,1.0
31433,8,2,7,1.0
31434,7,3,7,1.0
31435,1,3,6,1.0
31436,2,3,5,1.0
31437,1,3,5,1.0
31438,7,2,5,1.0
31439,1,3,5,1.0
31440,1,8,6,1.0
31441,1,3,5,1.0
31442,4,3,6,1.0
31443,3,3,7,1.0
31444,8,2,5,2.0
31445,1,4,7,1.0
31446,9,5,7,1.0
31447,2,3,7,1.0
31448,5,3,5,1.0
31449,5,2,7,1.0
31450,5,3,5,1.0
31451,3,2,2,1.0
31452,5,3,6,1.0
31453,2,3,3,1.0
31454,5,2,6,1.0
31455,5,3,7,2.0
31456,6,2,5,1.0
31457,5,3,7,1.0
31458,5,3,7,1.0
31459,3,4,5,2.0
31460,6,2,5,1.0
31461,7,3,7,1.0
31462,8,4,5,1.0
31463,8,4,5,1.0
31464,3,2,5,2.0
31465,5,3,5,1.0
31466,0,3,7,1.0
31467,7,3,7,1.0
31468,5,1,1,2.0
31469,4,3,5,1.0
31470,0,3,7,1.0
31471,3,3,6,1.0
31472,10,3,3,1.0
31473,4,3,5,1.0
31474,4,2,4,1.0
31475,9,2,6,1.0
31476,5,1,6,2.0
31477,2,2,5,1.0
31478,8,2,5,1.0
31479,4,2,6,1.0
31480,7,2,5,1.0
31481,6,2,5,1.0
31482,5,4,7,1.0
31483,7,4,5,1.0
31484,1,2,7,1.0
31485,5,4,7,1.0
31486,0,2,6,1.0
31487,10,1,1,2.0
31488,1,3,7,1.0
31489,10,2,5,1.0
31490,7,4,7,1.0
31491,0,3,2,2.0
31492,9,4,6,1.0
31493,6,3,5,1.0
31494,2,4,4,1.0
31495,4,3,5,1.0
31496,5,3,5,1.0
31497,2,3,5,1.0
31498,6,3,6,1.0
31499,2,3,5,1.0
31500,0,4,6,1.0
31501,0,3,6,1.0
31502,9,2,5,1.0
31503,5,3,6,1.0
31504,0,3,6,1.0
31505,8,3,6,1.0
31506,5,3,6,1.0
31507,0,3,6,1.0
31508,5,3,4,2.0
31509,2,3,4,1.0
31510,0,2,6,2.0
31511,2,4,7,1.0
31512,8,3,6,1.0
31513,5,3,6,1.0
31514,10,4,7,1.0
31515,5,2,6,1.0
31516,0,3,6,1.0
31517,6,3,5,1.0
31518,6,1,7,1.0
31519,7,3,6,1.0
31520,5,4,7,1.0
31521,8,3,4,1.0
31522,5,4,5,1.0
31523,6,2,1,1.0
31524,7,3,7,1.0
31525,2,3,6,1.0
31526,5,3,6,1.0
31527,0,3,5,1.0
31528,6,3,5,1.0
31529,2,3,4,1.0
31530,2,3,7,2.0
31531,5,3,6,1.0
31532,8,3,4,1.0
31533,6,3,7,1.0
31534,0,1,4,1.0
31535,5,3,6,1.0
31536,6,5,7,1.0
31537,5,3,7,1.0
31538,3,3,6,1.0
31539,0,4,6,1.0
31540,0,3,3,1.0
31541,2,4,6,1.0
31542,5,3,2,1.0
31543,5,3,6,1.0
31544,0,3,7,1.0
31545,6,3,4,2.0
31546,8,2,6,1.0
31547,3,3,7,1.0
31548,3,3,4,1.0
31549,8,2,5,1.0
31550,3,4,5,1.0
31551,4,3,5,1.0
31552,0,3,7,1.0
31553,2,3,5,1.0
31554,3,2,4,1.0
31555,3,4,4,1.0
31556,0,3,7,1.0
31557,8,3,6,1.0
31558,0,3,2,1.0
31559,5,2,6,1.0
31560,8,2,6,1.0
31561,0,3,7,1.0
31562,3,3,6,1.0
31563,5,3,7,1.0
31564,9,3,6,1.0
31565,2,3,6,1.0
31566,5,3,6,1.0
31567,8,3,5,1.0
31568,8,3,5,1.0
31569,8,2,4,1.0
31570,8,1,3,1.0
31571,7,1,7,1.0
31572,5,3,4,1.0
31573,5,2,6,1.0
31574,4,2,5,1.0
31575,1,3,4,1.0
31576,5,3,5,1.0
31577,5,3,5,1.0
31578,3,3,5,1.0
31579,9,4,5,1.0
31580,3,2,6,1.0
31581,8,3,7,1.0
31582,7,3,5,1.0
31583,7,3,5,1.0
31584,5,3,5,1.0
31585,8,3,4,1.0
31586,3,2,3,1.0
31587,0,3,6,1.0
31588,0,2,7,1.0
31589,10,4,6,1.0
31590,7,3,7,1.0
31591,5,3,6,1.0
31592,5,3,6,1.0
31593,5,3,6,1.0
31594,0,3,5,1.0
31595,7,2,5,1.0
31596,6,1,4,1.0
31597,4,1,2,1.0
31598,9,2,7,1.0
31599,3,2,6,1.0
31600,10,1,2,1.0
31601,7,1,7,1.0
31602,6,3,4,1.0
31603,8,3,6,1.0
31604,0,5,6,1.0
31605,10,3,6,1.0
31606,1,3,6,1.0
31607,2,4,6,1.0
31608,7,3,7,1.0
31609,0,1,4,1.0
31610,7,3,5,1.0
31611,8,3,6,1.0
31612,6,1,7,1.0
31613,0,3,7,1.0
31614,2,3,7,1.0
31615,0,4,7,1.0
31616,0,3,7,1.0
31617,7,3,7,1.0
31618,8,4,7,1.0
31619,0,2,6,1.0
31620,9,2,7,1.0
31621,0,3,6,1.0
31622,3,3,6,1.0
31623,0,4,7,1.0
31624,8,3,7,1.0
31625,3,3,7,1.0
31626,0,3,7,1.0
31627,6,3,7,1.0
31628,3,3,7,1.0
31629,10,1,7,1.0
31630,3,2,7,1.0
31631,4,3,7,1.0
31632,0,3,6,1.0
31633,0,3,7,1.0
31634,6,3,7,2.0
31635,0,2,5,1.0
31636,5,1,7,1.0
31637,6,2,7,1.0
31638,0,2,7,1.0
31639,7,1,7,1.0
31640,0,2,7,1.0
31641,0,4,7,1.0
31642,8,1,7,1.0
31643,2,3,7,1.0
31644,0,3,7,1.0
31645,0,3,6,1.0
31646,77,3,7,1.0
31647,3,4,5,1.0
31648,1,3,6,1.0
31649,0,3,7,1.0
31650,6,3,7,1.0
31651,5,2,7,1.0
31652,4,1,2,2.0
31653,3,3,7,1.0
31654,1,3,7,1.0
31655,2,2,7,1.0
31656,0,1,7,1.0
31657,0,3,7,1.0
31658,3,2,7,1.0
31659,8,1,7,1.0
31660,0,4,7,1.0
31661,10,1,7,1.0
31662,0,1,7,1.0
31663,0,3,7,1.0
31664,0,3,7,1.0
31665,8,3,7,1.0
31666,4,3,7,1.0
31667,6,3,7,1.0
31668,0,2,7,1.0
31669,2,3,5,7.0
31670,4,3,7,1.0
31671,6,3,6,1.0
31672,2,3,7,1.0
31673,5,3,7,1.0
31674,9,2,5,1.0
31675,8,3,6,1.0
31676,8,3,6,1.0
31677,9,2,7,1.0
31678,5,3,7,1.0
31679,8,3,2,1.0
31680,6,2,7,1.0
31681,2,1,5,1.0
31682,4,2,6,1.0
31683,6,2,6,1.0
31684,9,1,7,1.0
31685,10,3,6,1.0
31686,10,3,5,1.0
31687,3,2,7,2.0
31688,5,2,7,1.0
31689,0,2,4,1.0
31690,6,3,5,1.0
31691,0,3,6,1.0
31692,6,3,5,1.0
31693,3,3,5,1.0
31694,10,3,5,1.0
31695,1,3,7,1.0
31696,8,2,6,1.0
31697,0,3,3,1.0
31698,2,3,7,1.0
31699,5,4,7,1.0
31700,7,3,5,1.0
31701,3,1,7,1.0
31702,7,3,7,1.0
31703,7,2,6,1.0
31704,8,4,5,1.0
31705,7,3,6,1.0
31706,6,3,4,1.0
31707,5,5,6,1.0
31708,7,3,4,1.0
31709,9,2,4,1.0
31710,6,3,3,1.0
31711,9,2,5,1.0
31712,5,1,6,1.0
31713,9,3,5,1.0
31714,5,2,4,1.0
31715,8,2,4,1.0
31716,7,5,7,1.0
31717,9,3,6,1.0
31718,5,3,5,1.0
31719,9,2,5,1.0
31720,5,4,5,1.0
31721,8,3,6,1.0
31722,10,2,5,1.0
31723,5,4,3,1.0
31724,10,2,7,1.0
31725,7,2,7,1.0
31726,8,3,4,1.0
31727,8,3,6,1.0
31728,88,8,6,2.0
31729,8,2,5,1.0
31730,88,1,6,1.0
31731,7,1,7,1.0
31732,5,1,7,1.0
31733,8,4,3,1.0
31734,7,1,3,2.0
31735,8,1,4,1.0
31736,3,2,6,1.0
31737,7,3,4,1.0
31738,4,2,7,1.0
31739,7,4,6,1.0
31740,5,3,5,1.0
31741,6,3,2,1.0
31742,2,2,5,1.0
31743,7,2,6,1.0
31744,7,2,2,1.0
31745,5,1,2,2.0
31746,6,2,3,1.0
31747,8,3,6,1.0
31748,2,4,6,1.0
31749,4,2,4,1.0
31750,5,4,4,1.0
31751,0,3,7,1.0
31752,6,2,5,8.0
31753,0,2,3,2.0
31754,6,2,4,2.0
31755,7,3,6,1.0
31756,5,3,6,1.0
31757,9,3,2,1.0
31758,5,4,5,1.0
31759,6,4,4,1.0
31760,6,4,6,1.0
31761,9,3,5,1.0
31762,8,4,5,1.0
31763,0,1,4,1.0
31764,8,1,4,1.0
31765,3,3,6,1.0
31766,1,3,6,1.0
31767,2,3,6,1.0
31768,1,3,7,1.0
31769,6,2,3,1.0
31770,0,4,5,1.0
31771,6,5,7,1.0
31772,8,2,5,1.0
31773,8,1,6,1.0
31774,8,3,5,1.0
31775,8,4,6,1.0
31776,10,4,6,1.0
31777,7,2,4,1.0
31778,7,5,7,1.0
31779,2,4,6,1.0
31780,10,2,6,1.0
31781,7,3,5,1.0
31782,0,3,7,1.0
31783,9,5,7,1.0
31784,5,4,6,1.0
31785,1,3,6,1.0
31786,7,4,6,1.0
31787,2,4,7,1.0
31788,9,3,4,1.0
31789,0,1,3,1.0
31790,6,3,6,1.0
31791,8,2,2,1.0
31792,3,2,6,1.0
31793,7,2,6,1.0
31794,6,5,4,1.0
31795,9,3,4,1.0
31796,6,3,5,1.0
31797,2,3,5,1.0
31798,7,2,5,1.0
31799,3,4,6,2.0
31800,7,1,4,1.0
31801,6,2,3,1.0
31802,6,4,7,1.0
31803,7,3,6,1.0
31804,8,1,7,1.0
31805,8,3,4,1.0
31806,1,4,7,1.0
31807,2,3,5,1.0
31808,3,3,4,1.0
31809,2,2,4,1.0
31810,3,3,5,1.0
31811,5,2,4,1.0
31812,8,3,7,1.0
31813,5,3,4,1.0
31814,8,3,5,1.0
31815,7,3,6,1.0
31816,0,1,6,1.0
31817,6,3,2,1.0
31818,4,2,4,1.0
31819,8,2,5,1.0
31820,0,2,6,1.0
31821,8,3,5,1.0
31822,5,3,6,1.0
31823,0,3,4,1.0
31824,5,1,5,1.0
31825,5,3,7,1.0
31826,2,2,5,1.0
31827,7,3,7,1.0
31828,5,3,6,1.0
31829,6,3,6,1.0
31830,5,2,5,1.0
31831,6,2,4,1.0
31832,7,2,5,1.0
31833,10,2,3,2.0
31834,0,4,6,1.0
31835,5,2,6,2.0
31836,8,2,6,1.0
31837,1,2,6,1.0
31838,1,1,6,1.0
31839,4,1,3,1.0
31840,5,3,6,1.0
31841,8,5,7,1.0
31842,6,3,5,1.0
31843,0,3,7,1.0
31844,3,4,4,1.0
31845,6,3,3,1.0
31846,0,1,3,1.0
31847,7,1,4,2.0
31848,6,4,5,1.0
31849,0,2,4,1.0
31850,5,1,6,1.0
31851,5,3,6,1.0
31852,7,3,6,1.0
31853,1,3,6,1.0
31854,5,3,5,1.0
31855,8,2,7,1.0
31856,7,1,7,1.0
31857,8,5,6,1.0
31858,0,1,7,2.0
31859,7,2,5,1.0
31860,8,3,5,1.0
31861,8,4,7,1.0
31862,3,2,3,1.0
31863,7,3,3,1.0
31864,5,3,6,1.0
31865,5,3,5,1.0
31866,3,2,7,1.0
31867,3,3,4,2.0
31868,7,3,5,2.0
31869,8,1,4,1.0
31870,2,2,2,1.0
31871,4,3,6,1.0
31872,4,3,4,1.0
31873,0,3,3,1.0
31874,6,2,4,2.0
31875,9,4,3,1.0
31876,1,4,6,1.0
31877,6,2,7,1.0
31878,3,3,6,1.0
31879,0,3,6,1.0
31880,3,3,3,1.0
31881,7,4,6,1.0
31882,7,4,5,1.0
31883,5,2,5,1.0
31884,7,5,4,2.0
31885,1,3,7,1.0
31886,5,4,6,1.0
31887,1,3,6,1.0
31888,0,3,6,1.0
31889,6,4,5,1.0
31890,0,8,4,1.0
31891,0,3,4,1.0
31892,7,4,6,1.0
31893,5,3,4,1.0
31894,7,2,5,1.0
31895,3,3,6,1.0
31896,6,4,6,1.0
31897,8,2,4,1.0
31898,6,3,4,1.0
31899,6,3,6,1.0
31900,0,1,3,2.0
31901,7,2,4,1.0
31902,8,4,4,1.0
31903,9,3,7,1.0
31904,0,4,5,1.0
31905,2,3,6,1.0
31906,9,1,5,1.0
31907,88,8,88,8.0
31908,6,3,6,1.0
31909,7,1,4,1.0
31910,0,3,6,1.0
31911,7,4,4,1.0
31912,7,4,5,1.0
31913,8,5,7,1.0
31914,6,4,4,1.0
31915,8,2,4,1.0
31916,6,4,6,1.0
31917,6,4,7,1.0
31918,3,2,4,1.0
31919,5,3,4,1.0
31920,8,2,6,1.0
31921,4,2,4,1.0
31922,0,3,7,1.0
31923,0,4,4,2.0
31924,3,3,7,1.0
31925,4,3,4,1.0
31926,5,3,4,1.0
31927,6,3,7,1.0
31928,2,2,5,1.0
31929,0,3,4,1.0
31930,2,1,7,1.0
31931,7,3,5,1.0
31932,0,4,7,1.0
31933,0,3,5,1.0
31934,7,3,6,1.0
31935,6,3,4,1.0
31936,8,5,6,2.0
31937,4,2,5,1.0
31938,6,2,2,1.0
31939,1,3,4,1.0
31940,7,2,5,1.0
31941,5,2,3,1.0
31942,7,1,4,1.0
31943,7,3,4,1.0
31944,5,3,6,1.0
31945,7,4,6,1.0
31946,6,2,6,1.0
31947,0,3,6,1.0
31948,0,3,5,1.0
31949,1,3,4,2.0
31950,1,3,6,1.0
31951,4,3,6,1.0
31952,1,3,7,1.0
31953,6,4,2,1.0
31954,7,3,4,1.0
31955,7,2,7,1.0
31956,1,3,7,1.0
31957,8,3,6,1.0
31958,1,3,6,1.0
31959,3,3,7,1.0
31960,8,4,6,1.0
31961,5,4,6,1.0
31962,0,3,6,1.0
31963,7,3,5,1.0
31964,4,3,6,1.0
31965,4,2,6,1.0
31966,7,4,6,1.0
31967,7,3,3,1.0
31968,2,3,5,1.0
31969,5,2,6,2.0
31970,7,2,3,1.0
31971,10,4,7,1.0
31972,8,3,5,1.0
31973,5,3,5,1.0
31974,0,2,6,1.0
31975,2,4,6,1.0
31976,7,4,6,1.0
31977,6,5,5,2.0
31978,8,3,6,1.0
31979,7,3,6,1.0
31980,8,1,5,1.0
31981,4,2,6,1.0
31982,8,3,5,1.0
31983,2,4,6,1.0
31984,3,4,6,1.0
31985,0,2,4,1.0
31986,4,3,6,1.0
31987,1,4,5,1.0
31988,8,2,7,1.0
31989,2,4,4,2.0
31990,8,3,5,1.0
31991,1,3,4,1.0
31992,6,3,5,1.0
31993,2,4,7,1.0
31994,5,3,6,1.0
31995,8,3,5,1.0
31996,8,4,5,1.0
31997,6,3,6,1.0
31998,10,3,7,1.0
31999,9,3,3,1.0
32000,0,3,4,1.0
32001,3,4,4,1.0
32002,2,3,6,1.0
32003,5,4,5,1.0
32004,9,3,6,1.0
32005,5,3,7,1.0
32006,1,5,7,1.0
32007,7,4,5,1.0
32008,0,2,5,1.0
32009,2,3,5,1.0
32010,2,3,6,1.0
32011,8,3,4,1.0
32012,7,2,5,1.0
32013,4,3,6,1.0
32014,6,1,4,1.0
32015,0,3,7,1.0
32016,7,2,3,1.0
32017,0,3,6,1.0
32018,8,2,2,1.0
32019,7,4,4,1.0
32020,4,4,5,1.0
32021,3,2,2,1.0
32022,2,3,4,1.0
32023,8,4,4,1.0
32024,8,4,6,1.0
32025,7,3,5,1.0
32026,5,2,7,1.0
32027,9,3,6,1.0
32028,0,2,6,1.0
32029,1,4,6,1.0
32030,7,3,6,1.0
32031,8,2,6,1.0
32032,6,3,6,1.0
32033,6,2,3,1.0
32034,0,4,5,1.0
32035,2,3,4,2.0
32036,3,3,7,1.0
32037,9,2,4,1.0
32038,5,5,7,1.0
32039,0,2,6,1.0
32040,5,4,5,1.0
32041,5,3,6,1.0
32042,6,1,6,1.0
32043,0,5,7,1.0
32044,8,3,6,1.0
32045,9,2,5,1.0
32046,5,3,6,1.0
32047,4,3,4,1.0
32048,5,3,4,1.0
32049,6,3,4,1.0
32050,2,3,4,1.0
32051,7,4,4,1.0
32052,6,3,4,1.0
32053,0,1,3,1.0
32054,6,4,7,1.0
32055,2,3,6,1.0
32056,0,3,5,1.0
32057,2,3,4,1.0
32058,5,3,4,2.0
32059,5,3,6,1.0
32060,3,2,6,1.0
32061,1,3,7,1.0
32062,3,4,6,1.0
32063,3,2,4,1.0
32064,6,4,4,1.0
32065,6,4,4,1.0
32066,3,3,5,1.0
32067,7,4,7,1.0
32068,8,1,5,1.0
32069,2,3,5,1.0
32070,8,4,4,1.0
32071,8,3,5,1.0
32072,6,3,6,1.0
32073,6,3,6,1.0
32074,1,4,7,1.0
32075,3,2,5,1.0
32076,0,4,7,1.0
32077,7,2,4,1.0
32078,8,4,6,1.0
32079,3,8,6,1.0
32080,2,1,7,1.0
32081,0,3,6,1.0
32082,2,4,6,1.0
32083,1,3,5,1.0
32084,7,5,2,1.0
32085,2,2,6,1.0
32086,5,3,7,1.0
32087,9,4,6,1.0
32088,9,4,7,1.0
32089,0,2,2,1.0
32090,7,3,6,1.0
32091,5,5,6,1.0
32092,0,3,4,1.0
32093,6,2,3,2.0
32094,0,3,4,1.0
32095,7,3,6,1.0
32096,8,2,3,1.0
32097,1,3,4,1.0
32098,5,1,5,1.0
32099,6,3,6,1.0
32100,6,2,6,1.0
32101,7,4,6,1.0
32102,5,3,4,1.0
32103,5,3,5,1.0
32104,7,4,4,1.0
32105,5,3,6,1.0
32106,10,3,4,1.0
32107,8,3,6,1.0
32108,4,4,6,1.0
32109,8,2,7,1.0
32110,5,1,3,1.0
32111,4,5,6,1.0
32112,4,3,4,1.0
32113,9,3,6,1.0
32114,5,3,5,1.0
32115,7,2,4,2.0
32116,5,3,6,1.0
32117,6,3,6,1.0
32118,8,3,7,1.0
32119,7,2,6,1.0
32120,5,5,7,1.0
32121,8,1,7,1.0
32122,6,2,2,1.0
32123,10,3,5,1.0
32124,3,2,6,1.0
32125,8,5,7,1.0
32126,8,2,4,2.0
32127,5,2,4,1.0
32128,6,3,4,1.0
32129,4,3,5,1.0
32130,7,2,5,1.0
32131,6,2,6,2.0
32132,6,2,6,1.0
32133,5,3,5,1.0
32134,2,2,4,1.0
32135,6,2,3,1.0
32136,0,5,7,1.0
32137,3,2,6,1.0
32138,8,1,5,1.0
32139,0,2,5,1.0
32140,2,3,5,1.0
32141,5,3,5,1.0
32142,6,4,6,1.0
32143,7,3,4,1.0
32144,3,2,6,1.0
32145,0,4,7,1.0
32146,7,3,2,1.0
32147,6,3,4,1.0
32148,0,3,4,1.0
32149,8,3,4,1.0
32150,9,1,7,1.0
32151,7,4,4,1.0
32152,4,3,5,1.0
32153,5,1,3,2.0
32154,4,3,3,1.0
32155,5,1,3,2.0
32156,0,4,4,1.0
32157,7,3,7,1.0
32158,6,1,5,1.0
32159,4,1,5,1.0
32160,8,2,5,2.0
32161,3,3,6,2.0
32162,7,3,6,1.0
32163,7,3,6,2.0
32164,9,3,5,1.0
32165,8,3,7,1.0
32166,88,3,6,1.0
32167,2,2,5,1.0
32168,6,4,6,1.0
32169,8,4,7,1.0
32170,3,2,7,1.0
32171,6,3,7,1.0
32172,7,5,7,1.0
32173,4,4,6,1.0
32174,8,5,5,1.0
32175,8,4,6,1.0
32176,6,2,5,2.0
32177,5,3,4,1.0
32178,7,2,2,1.0
32179,7,2,5,1.0
32180,5,2,6,1.0
32181,8,3,6,1.0
32182,1,2,5,1.0
32183,7,1,4,1.0
32184,4,2,5,1.0
32185,5,2,6,1.0
32186,8,1,5,2.0
32187,3,1,2,1.0
32188,77,4,5,1.0
32189,5,5,6,1.0
32190,8,2,5,1.0
32191,7,3,6,1.0
32192,0,1,4,2.0
32193,2,2,5,1.0
32194,8,3,5,1.0
32195,6,2,6,1.0
32196,8,3,3,1.0
32197,5,5,7,1.0
32198,7,2,3,1.0
32199,5,1,3,1.0
32200,0,1,5,1.0
32201,3,3,6,1.0
32202,8,4,6,1.0
32203,0,2,4,2.0
32204,2,2,4,2.0
32205,4,5,6,2.0
32206,5,1,2,1.0
32207,1,2,5,1.0
32208,7,3,3,1.0
32209,3,1,2,2.0
32210,2,4,6,1.0
32211,9,3,5,1.0
32212,2,1,5,2.0
32213,1,4,7,1.0
32214,5,3,7,1.0
32215,8,3,6,2.0
32216,1,2,6,1.0
32217,5,4,6,1.0
32218,9,3,5,2.0
32219,6,8,6,1.0
32220,8,4,2,1.0
32221,1,2,4,1.0
32222,9,3,6,2.0
32223,8,4,6,1.0
32224,7,3,6,1.0
32225,6,3,4,1.0
32226,9,3,7,1.0
32227,6,2,6,1.0
32228,7,3,7,1.0
32229,5,3,6,1.0
32230,0,3,6,1.0
32231,7,2,4,2.0
32232,10,3,5,1.0
32233,3,3,7,1.0
32234,4,4,6,1.0
32235,5,3,6,1.0
32236,4,2,6,1.0
32237,5,3,6,1.0
32238,7,2,5,1.0
32239,5,5,5,1.0
32240,4,2,7,1.0
32241,10,3,7,1.0
32242,88,1,4,1.0
32243,8,3,6,1.0
32244,9,3,4,1.0
32245,5,3,4,1.0
32246,7,2,5,1.0
32247,8,4,5,1.0
32248,6,3,4,1.0
32249,5,1,2,1.0
32250,5,3,3,1.0
32251,9,2,4,1.0
32252,7,2,5,1.0
32253,6,2,2,1.0
32254,8,3,6,1.0
32255,10,4,4,1.0
32256,9,3,4,1.0
32257,7,4,7,1.0
32258,2,3,7,1.0
32259,7,4,4,1.0
32260,8,2,4,1.0
32261,9,3,5,1.0
32262,10,4,7,1.0
32263,8,2,2,1.0
32264,7,2,2,2.0
32265,7,4,4,1.0
32266,5,3,4,8.0
32267,6,3,5,1.0
32268,9,5,7,1.0
32269,1,3,6,1.0
32270,8,2,4,1.0
32271,0,3,6,1.0
32272,2,3,6,1.0
32273,5,3,7,1.0
32274,7,2,5,1.0
32275,6,4,7,1.0
32276,1,2,2,1.0
32277,6,8,3,1.0
32278,7,2,4,1.0
32279,9,3,7,1.0
32280,8,5,5,1.0
32281,7,3,7,1.0
32282,7,1,5,2.0
32283,6,3,6,1.0
32284,7,2,7,1.0
32285,1,3,6,1.0
32286,8,3,5,1.0
32287,9,4,4,1.0
32288,0,3,6,1.0
32289,6,2,4,2.0
32290,4,1,3,1.0
32291,1,1,6,1.0
32292,8,4,3,1.0
32293,7,3,5,1.0
32294,4,3,5,1.0
32295,2,3,6,1.0
32296,0,3,6,1.0
32297,1,2,6,1.0
32298,6,2,6,1.0
32299,7,2,4,1.0
32300,0,5,7,1.0
32301,7,3,5,1.0
32302,9,2,4,1.0
32303,6,3,6,1.0
32304,5,3,6,1.0
32305,6,2,4,1.0
32306,7,2,5,1.0
32307,5,2,5,1.0
32308,9,2,7,1.0
32309,2,5,6,1.0
32310,2,2,4,1.0
32311,6,2,5,1.0
32312,5,1,2,1.0
32313,8,3,6,1.0
32314,4,4,6,1.0
32315,3,3,5,1.0
32316,10,3,5,1.0
32317,0,3,5,1.0
32318,4,3,6,1.0
32319,6,3,4,1.0
32320,4,3,3,1.0
32321,7,4,6,1.0
32322,6,3,2,1.0
32323,3,2,6,1.0
32324,9,4,7,1.0
32325,7,2,2,1.0
32326,7,3,4,1.0
32327,9,4,7,1.0
32328,0,4,4,1.0
32329,7,3,5,1.0
32330,7,3,7,1.0
32331,5,1,3,2.0
32332,6,4,5,1.0
32333,2,3,4,1.0
32334,2,3,4,1.0
32335,8,4,4,1.0
32336,7,4,5,1.0
32337,3,3,2,1.0
32338,5,1,3,1.0
32339,5,4,4,1.0
32340,1,3,4,1.0
32341,6,4,5,1.0
32342,10,3,6,1.0
32343,5,2,4,1.0
32344,6,2,6,1.0
32345,5,2,7,1.0
32346,3,1,1,1.0
32347,4,4,7,1.0
32348,2,4,7,1.0
32349,4,3,6,1.0
32350,5,4,6,1.0
32351,1,2,3,1.0
32352,3,3,7,1.0
32353,7,3,6,1.0
32354,6,2,4,1.0
32355,7,2,4,1.0
