respondent_id,trust_scientists,value_new_experiences,value_new_experiences_a,value_help_others,value_help_others_a
33436,,9.0,,9.0,
33437,,9.0,,9.0,
33438,,4.0,,3.0,
33439,,9.0,,9.0,
33440,,2.0,,1.0,
33441,,2.0,,3.0,
33442,,2.0,,2.0,
33443,,9.0,,9.0,
33444,,3.0,,1.0,
33445,,3.0,,4.0,
33446,,2.0,,2.0,
33447,,9.0,,9.0,
33448,,3.0,,4.0,
33449,,3.0,,1.0,
33450,,3.0,,2.0,
33451,,2.0,,2.0,
33452,,2.0,,2.0,
33453,,5.0,,2.0,
33454,,2.0,,2.0,
33455,,3.0,,2.0,
33456,,1.0,,2.0,
33457,,3.0,,3.0,
33458,,3.0,,2.0,
33459,,2.0,,9.0,
33460,,3.0,,2.0,
33461,,2.0,,4.0,
33462,,3.0,,3.0,
33463,,1.0,,1.0,
33464,,2.0,,3.0,
33465,,2.0,,2.0,
33466,,5.0,,2.0,
33467,,2.0,,2.0,
33468,,4.0,,2.0,
33469,,3.0,,3.0,
33470,,2.0,,2.0,
33471,,5.0,,2.0,
33472,,3.0,,3.0,
33473,,6.0,,2.0,
33474,,4.0,,2.0,
33475,,2.0,,2.0,
33476,,4.0,,2.0,
33477,,4.0,,2.0,
33478,,5.0,,4.0,
33479,,1.0,,3.0,
33480,,5.0,,2.0,
33481,,3.0,,1.0,
33482,,2.0,,2.0,
33483,,4.0,,2.0,
33484,,3.0,,2.0,
33485,,4.0,,4.0,
33486,,4.0,,2.0,
33487,,4.0,,3.0,
33488,,3.0,,2.0,
33489,,4.0,,3.0,
33490,,3.0,,1.0,
33491,,9.0,,9.0,
33492,,9.0,,9.0,
33493,,9.0,,9.0,
33494,,1.0,,2.0,
33495,,9.0,,9.0,
33496,,2.0,,1.0,
33497,,2.0,,2.0,
33498,,9.0,,9.0,
33499,,3.0,,2.0,
33500,,4.0,,4.0,
33501,,2.0,,2.0,
33502,,2.0,,3.0,
33503,,9.0,,3.0,
33504,,3.0,,1.0,
33505,,2.0,,3.0,
33506,,1.0,,1.0,
33507,,2.0,,2.0,
33508,,5.0,,3.0,
33509,,3.0,,6.0,
33510,,4.0,,2.0,
33511,,2.0,,2.0,
33512,,1.0,,2.0,
33513,,3.0,,4.0,
33514,,5.0,,5.0,
33515,,5.0,,2.0,
33516,,2.0,,2.0,
33517,,4.0,,3.0,
33518,,2.0,,1.0,
33519,,2.0,,2.0,
33520,,4.0,,5.0,
33521,,3.0,,2.0,
33522,,2.0,,2.0,
33523,,5.0,,2.0,
33524,,2.0,,3.0,
33525,,2.0,,2.0,
33526,,5.0,,2.0,
33527,,5.0,,2.0,
33528,,5.0,,2.0,
33529,,3.0,,3.0,
33530,,3.0,,3.0,
33531,,3.0,,2.0,
33532,,4.0,,4.0,
33533,,3.0,,3.0,
33534,,3.0,,1.0,
33535,,9.0,,9.0,
33536,,5.0,,4.0,
33537,,4.0,,2.0,
33538,,9.0,,9.0,
33539,,2.0,,3.0,
33540,,1.0,,3.0,
33541,,2.0,,3.0,
33542,,5.0,,2.0,
33543,,4.0,,3.0,
33544,,6.0,,6.0,
33545,,1.0,,2.0,
33546,,3.0,,2.0,
33547,,9.0,,9.0,
33548,,4.0,,2.0,
33549,,3.0,,4.0,
33550,,4.0,,2.0,
33551,,2.0,,2.0,
33552,,3.0,,9.0,
33553,,3.0,,3.0,
33554,,3.0,,1.0,
33555,,5.0,,2.0,
33556,,9.0,,9.0,
33557,,3.0,,3.0,
33558,,2.0,,2.0,
33559,,4.0,,4.0,
33560,,5.0,,3.0,
33561,,4.0,,4.0,
33562,,3.0,,3.0,
33563,,5.0,,2.0,
33564,,3.0,,3.0,
33565,,4.0,,3.0,
33566,,2.0,,2.0,
33567,,3.0,,2.0,
33568,,3.0,,4.0,
33569,,5.0,,5.0,
33570,,4.0,,1.0,
33571,,2.0,,2.0,
33572,,3.0,,3.0,
33573,,3.0,,2.0,
33574,,3.0,,2.0,
33575,,3.0,,2.0,
33576,,9.0,,9.0,
33577,,9.0,,9.0,
33578,,4.0,,2.0,
33579,,3.0,,4.0,
33580,,5.0,,3.0,
33581,,4.0,,4.0,
33582,,9.0,,9.0,
33583,,3.0,,4.0,
33584,,4.0,,3.0,
33585,,2.0,,3.0,
33586,,5.0,,4.0,
33587,,3.0,,4.0,
33588,,5.0,,5.0,
33589,,9.0,,9.0,
33590,,3.0,,4.0,
33591,,1.0,,4.0,
33592,,5.0,,4.0,
33593,,5.0,,9.0,
33594,,9.0,,9.0,
33595,,5.0,,3.0,
33596,,3.0,,2.0,
33597,,3.0,,1.0,
33598,,2.0,,3.0,
33599,,3.0,,3.0,
33600,,3.0,,3.0,
33601,,2.0,,3.0,
33602,,2.0,,2.0,
33603,,3.0,,3.0,
33604,,4.0,,3.0,
33605,,3.0,,2.0,
33606,,4.0,,2.0,
33607,,3.0,,2.0,
33608,,9.0,,9.0,
33609,,2.0,,3.0,
33610,,3.0,,2.0,
33611,,3.0,,2.0,
33612,,5.0,,1.0,
33613,,2.0,,2.0,
33614,,5.0,,3.0,
33615,,6.0,,3.0,
33616,,3.0,,4.0,
33617,,2.0,,2.0,
33618,,5.0,,4.0,
33619,,4.0,,4.0,
33620,,9.0,,9.0,
33621,,5.0,,3.0,
33622,,2.0,,3.0,
33623,,2.0,,1.0,
33624,,2.0,,2.0,
33625,,1.0,,1.0,
33626,,4.0,,3.0,
33627,,2.0,,2.0,
33628,,4.0,,3.0,
33629,,1.0,,2.0,
33630,,3.0,,2.0,
33631,,2.0,,1.0,
33632,,5.0,,1.0,
33633,,2.0,,1.0,
33634,,4.0,,1.0,
33635,,1.0,,2.0,
33636,,2.0,,1.0,
33637,,2.0,,2.0,
33638,,1.0,,1.0,
33639,,2.0,,2.0,
33640,,1.0,,2.0,
33641,,4.0,,2.0,
33642,,4.0,,1.0,
33643,,4.0,,2.0,
33644,,1.0,,2.0,
33645,,1.0,,1.0,
33646,,1.0,,1.0,
33647,,2.0,,1.0,
33648,,5.0,,2.0,
33649,,6.0,,2.0,
33650,,6.0,,2.0,
33651,,1.0,,1.0,
33652,,1.0,,2.0,
33653,,3.0,,5.0,
33654,,3.0,,2.0,
33655,,1.0,,2.0,
33656,,1.0,,2.0,
33657,,2.0,,2.0,
33658,,2.0,,2.0,
33659,,3.0,,1.0,
33660,,5.0,,2.0,
33661,,2.0,,1.0,
33662,,2.0,,2.0,
33663,,2.0,,3.0,
33664,,3.0,,5.0,
33665,,2.0,,2.0,
33666,,3.0,,3.0,
33667,,2.0,,2.0,
33668,,5.0,,1.0,
33669,,5.0,,1.0,
33670,,5.0,,2.0,
33671,,3.0,,3.0,
33672,,4.0,,3.0,
33673,,5.0,,2.0,
33674,,1.0,,3.0,
33675,,5.0,,4.0,
33676,,5.0,,2.0,
33677,,2.0,,2.0,
33678,,2.0,,2.0,
33679,,3.0,,3.0,
33680,,3.0,,1.0,
33681,,2.0,,2.0,
33682,,5.0,,4.0,
33683,,3.0,,3.0,
33684,,1.0,,3.0,
33685,,1.0,,2.0,
33686,,4.0,,2.0,
33687,,3.0,,4.0,
33688,,3.0,,2.0,
33689,,5.0,,3.0,
33690,,1.0,,1.0,
33691,,2.0,,2.0,
33692,,3.0,,2.0,
33693,,1.0,,1.0,
33694,,2.0,,2.0,
33695,,4.0,,4.0,
33696,,3.0,,3.0,
33697,,3.0,,3.0,
33698,,2.0,,1.0,
33699,,4.0,,3.0,
33700,,2.0,,2.0,
33701,,1.0,,2.0,
33702,,5.0,,1.0,
33703,,5.0,,1.0,
33704,,2.0,,4.0,
33705,,2.0,,2.0,
33706,,2.0,,2.0,
33707,,3.0,,2.0,
33708,,3.0,,1.0,
33709,,3.0,,4.0,
33710,,2.0,,2.0,
33711,,1.0,,2.0,
33712,,2.0,,2.0,
33713,,4.0,,4.0,
33714,,5.0,,4.0,
33715,,3.0,,2.0,
33716,,1.0,,2.0,
33717,,3.0,,1.0,
33718,,3.0,,3.0,
33719,,4.0,,2.0,
33720,,3.0,,3.0,
33721,,3.0,,1.0,
33722,,4.0,,3.0,
33723,,2.0,,2.0,
33724,,1.0,,2.0,
33725,,3.0,,2.0,
33726,,2.0,,2.0,
33727,,3.0,,2.0,
33728,,2.0,,1.0,
33729,,5.0,,2.0,
33730,,2.0,,1.0,
33731,,3.0,,1.0,
33732,,2.0,,2.0,
33733,,1.0,,2.0,
33734,,3.0,,2.0,
33735,,2.0,,2.0,
33736,,2.0,,2.0,
33737,,3.0,,2.0,
33738,,2.0,,2.0,
33739,,1.0,,4.0,
33740,,2.0,,1.0,
33741,,2.0,,2.0,
33742,,3.0,,3.0,
33743,,4.0,,5.0,
33744,,4.0,,2.0,
33745,,2.0,,2.0,
33746,,4.0,,1.0,
33747,,8.0,,8.0,
33748,,2.0,,2.0,
33749,,1.0,,4.0,
33750,,1.0,,2.0,
33751,,4.0,,3.0,
33752,,4.0,,2.0,
33753,,4.0,,2.0,
33754,,4.0,,1.0,
33755,,1.0,,2.0,
33756,,3.0,,2.0,
33757,,6.0,,1.0,
33758,,2.0,,1.0,
33759,,2.0,,3.0,
33760,,4.0,,1.0,
33761,,4.0,,3.0,
33762,,3.0,,2.0,
33763,,5.0,,2.0,
33764,,1.0,,1.0,
33765,,1.0,,2.0,
33766,,2.0,,2.0,
33767,,1.0,,1.0,
33768,,2.0,,1.0,
33769,,1.0,,2.0,
33770,,5.0,,2.0,
33771,,5.0,,3.0,
33772,,2.0,,2.0,
33773,,5.0,,4.0,
33774,,2.0,,2.0,
33775,,3.0,,4.0,
33776,,4.0,,2.0,
33777,,5.0,,1.0,
33778,,4.0,,1.0,
33779,,5.0,,2.0,
33780,,2.0,,2.0,
33781,,3.0,,2.0,
33782,,4.0,,3.0,
33783,,2.0,,1.0,
33784,,2.0,,2.0,
33785,,5.0,,1.0,
33786,,4.0,,2.0,
33787,,5.0,,2.0,
33788,,5.0,,2.0,
33789,,2.0,,2.0,
33790,,2.0,,2.0,
33791,,6.0,,2.0,
33792,,2.0,,2.0,
33793,,2.0,,2.0,
33794,,3.0,,2.0,
33795,,2.0,,2.0,
33796,,4.0,,4.0,
33797,,1.0,,2.0,
33798,,5.0,,2.0,
33799,,2.0,,6.0,
33800,,2.0,,2.0,
33801,,3.0,,2.0,
33802,,4.0,,2.0,
33803,,5.0,,4.0,
33804,,5.0,,2.0,
33805,,2.0,,2.0,
33806,,5.0,,2.0,
33807,,2.0,,2.0,
33808,,2.0,,2.0,
33809,,3.0,,2.0,
33810,,2.0,,2.0,
33811,,5.0,,2.0,
33812,,3.0,,3.0,
33813,,3.0,,2.0,
33814,,5.0,,1.0,
33815,,4.0,,1.0,
33816,,3.0,,2.0,
33817,,4.0,,1.0,
33818,,2.0,,4.0,
33819,,3.0,,2.0,
33820,,5.0,,1.0,
33821,,4.0,,2.0,
33822,,3.0,,3.0,
33823,,2.0,,2.0,
33824,,2.0,,2.0,
33825,,4.0,,2.0,
33826,,2.0,,2.0,
33827,,5.0,,3.0,
33828,,3.0,,1.0,
33829,,5.0,,2.0,
33830,,2.0,,2.0,
33831,,1.0,,1.0,
33832,,3.0,,1.0,
33833,,1.0,,2.0,
33834,,2.0,,3.0,
33835,,2.0,,2.0,
33836,,5.0,,3.0,
33837,,5.0,,2.0,
33838,,4.0,,2.0,
33839,,5.0,,2.0,
33840,,3.0,,2.0,
33841,,3.0,,2.0,
33842,,4.0,,3.0,
33843,,2.0,,4.0,
33844,,2.0,,2.0,
33845,,6.0,,2.0,
33846,,4.0,,3.0,
33847,,2.0,,2.0,
33848,,1.0,,1.0,
33849,,1.0,,1.0,
33850,,2.0,,2.0,
33851,,3.0,,2.0,
33852,,5.0,,2.0,
33853,,2.0,,2.0,
33854,,1.0,,1.0,
33855,,4.0,,2.0,
33856,,3.0,,2.0,
33857,,3.0,,1.0,
33858,,3.0,,2.0,
33859,,2.0,,2.0,
33860,,1.0,,1.0,
33861,,2.0,,2.0,
33862,,2.0,,1.0,
33863,,2.0,,3.0,
33864,,2.0,,1.0,
33865,,2.0,,2.0,
33866,,1.0,,1.0,
33867,,2.0,,1.0,
33868,,3.0,,4.0,
33869,,4.0,,2.0,
33870,,4.0,,1.0,
33871,,4.0,,2.0,
33872,,2.0,,2.0,
33873,,2.0,,2.0,
33874,,3.0,,2.0,
33875,,2.0,,2.0,
33876,,5.0,,2.0,
33877,,2.0,,2.0,
33878,,4.0,,2.0,
33879,,5.0,,3.0,
33880,,3.0,,2.0,
33881,,4.0,,3.0,
33882,,1.0,,1.0,
33883,,1.0,,2.0,
33884,,1.0,,2.0,
33885,,3.0,,2.0,
33886,,5.0,,2.0,
33887,,3.0,,1.0,
33888,,3.0,,4.0,
33889,,1.0,,2.0,
33890,,2.0,,2.0,
33891,,2.0,,2.0,
33892,,4.0,,2.0,
33893,,5.0,,2.0,
33894,,5.0,,2.0,
33895,,5.0,,3.0,
33896,,5.0,,4.0,
33897,,3.0,,1.0,
33898,,3.0,,1.0,
33899,,3.0,,2.0,
33900,,4.0,,2.0,
33901,,5.0,,3.0,
33902,,1.0,,1.0,
33903,,3.0,,1.0,
33904,,3.0,,1.0,
33905,,2.0,,2.0,
33906,,2.0,,3.0,
33907,,2.0,,4.0,
33908,,3.0,,3.0,
33909,,4.0,,1.0,
33910,,2.0,,2.0,
33911,,3.0,,2.0,
33912,,4.0,,3.0,
33913,,2.0,,2.0,
33914,,2.0,,2.0,
33915,,3.0,,2.0,
33916,,2.0,,2.0,
33917,,2.0,,3.0,
33918,,5.0,,2.0,
33919,,3.0,,2.0,
33920,,5.0,,2.0,
33921,,1.0,,2.0,
33922,,2.0,,1.0,
33923,,1.0,,1.0,
33924,,5.0,,2.0,
33925,,3.0,,2.0,
33926,,2.0,,2.0,
33927,,2.0,,2.0,
33928,,2.0,,3.0,
33929,,2.0,,2.0,
33930,,1.0,,1.0,
33931,,3.0,,2.0,
33932,,3.0,,3.0,
33933,,2.0,,2.0,
33934,,2.0,,3.0,
33935,,4.0,,2.0,
33936,,4.0,,1.0,
33937,,2.0,,1.0,
33938,,2.0,,5.0,
33939,,2.0,,4.0,
33940,,1.0,,1.0,
33941,,2.0,,2.0,
33942,,1.0,,3.0,
33943,,4.0,,2.0,
33944,,3.0,,2.0,
33945,,4.0,,3.0,
33946,,3.0,,2.0,
33947,,2.0,,2.0,
33948,,4.0,,3.0,
33949,,4.0,,1.0,
33950,,2.0,,2.0,
33951,,1.0,,2.0,
33952,,3.0,,1.0,
33953,,2.0,,1.0,
33954,,4.0,,1.0,
33955,,5.0,,3.0,
33956,,4.0,,4.0,
33957,,9.0,,9.0,
33958,,5.0,,2.0,
33959,,4.0,,2.0,
33960,,9.0,,9.0,
33961,,2.0,,2.0,
33962,,2.0,,5.0,
33963,,9.0,,9.0,
33964,,1.0,,1.0,
33965,,5.0,,1.0,
33966,,5.0,,4.0,
33967,,1.0,,4.0,
33968,,2.0,,2.0,
33969,,1.0,,4.0,
33970,,4.0,,2.0,
33971,,4.0,,2.0,
33972,,2.0,,3.0,
33973,,3.0,,2.0,
33974,,2.0,,2.0,
33975,,3.0,,2.0,
33976,,2.0,,3.0,
33977,,5.0,,2.0,
33978,,5.0,,3.0,
33979,,4.0,,2.0,
33980,,5.0,,2.0,
33981,,4.0,,2.0,
33982,,2.0,,3.0,
33983,,3.0,,2.0,
33984,,5.0,,3.0,
33985,,4.0,,4.0,
33986,,4.0,,2.0,
33987,,3.0,,1.0,
33988,,1.0,,1.0,
33989,,2.0,,3.0,
33990,,9.0,,9.0,
33991,,4.0,,3.0,
33992,,4.0,,4.0,
33993,,4.0,,4.0,
33994,,4.0,,1.0,
33995,,1.0,,1.0,
33996,,1.0,,1.0,
33997,,6.0,,1.0,
33998,,2.0,,2.0,
33999,,2.0,,1.0,
34000,,3.0,,1.0,
34001,,5.0,,2.0,
34002,,5.0,,4.0,
34003,,4.0,,3.0,
34004,,4.0,,2.0,
34005,,3.0,,1.0,
34006,,5.0,,3.0,
34007,,4.0,,2.0,
34008,,2.0,,1.0,
34009,,3.0,,2.0,
34010,,2.0,,3.0,
34011,,5.0,,4.0,
34012,,1.0,,1.0,
34013,,3.0,,2.0,
34014,,1.0,,1.0,
34015,,4.0,,1.0,
34016,,3.0,,1.0,
34017,,1.0,,3.0,
34018,,4.0,,3.0,
34019,,5.0,,2.0,
34020,,3.0,,3.0,
34021,,3.0,,1.0,
34022,,6.0,,1.0,
34023,,1.0,,2.0,
34024,,1.0,,2.0,
34025,,2.0,,2.0,
34026,,3.0,,2.0,
34027,,3.0,,4.0,
34028,,2.0,,2.0,
34029,,2.0,,2.0,
34030,,3.0,,3.0,
34031,,2.0,,2.0,
34032,,3.0,,3.0,
34033,,5.0,,2.0,
34034,,1.0,,2.0,
34035,,5.0,,3.0,
34036,,5.0,,1.0,
34037,,8.0,,8.0,
34038,,2.0,,3.0,
34039,,2.0,,2.0,
34040,,4.0,,4.0,
34041,,3.0,,4.0,
34042,,2.0,,1.0,
34043,,2.0,,2.0,
34044,,2.0,,2.0,
34045,,1.0,,2.0,
34046,,2.0,,2.0,
34047,,3.0,,3.0,
34048,,4.0,,3.0,
34049,,3.0,,1.0,
34050,,4.0,,2.0,
34051,,4.0,,4.0,
34052,,2.0,,2.0,
34053,,4.0,,1.0,
34054,,5.0,,2.0,
34055,,1.0,,1.0,
34056,,3.0,,3.0,
34057,,2.0,,1.0,
34058,,2.0,,1.0,
34059,,5.0,,4.0,
34060,,8.0,,8.0,
34061,,3.0,,2.0,
34062,,2.0,,2.0,
34063,,3.0,,2.0,
34064,,3.0,,3.0,
34065,,3.0,,5.0,
34066,,4.0,,1.0,
34067,,5.0,,3.0,
34068,,3.0,,2.0,
34069,,1.0,,4.0,
34070,,1.0,,1.0,
34071,,4.0,,2.0,
34072,,1.0,,1.0,
34073,,3.0,,4.0,
34074,,8.0,,8.0,
34075,,2.0,,2.0,
34076,,4.0,,4.0,
34077,,3.0,,2.0,
34078,,3.0,,2.0,
34079,,5.0,,3.0,
34080,,4.0,,3.0,
34081,,2.0,,1.0,
34082,,2.0,,3.0,
34083,,6.0,,4.0,
34084,,2.0,,2.0,
34085,,5.0,,3.0,
34086,,4.0,,2.0,
34087,,3.0,,2.0,
34088,,4.0,,2.0,
34089,,1.0,,1.0,
34090,,2.0,,2.0,
34091,,4.0,,2.0,
34092,,4.0,,2.0,
34093,,3.0,,3.0,
34094,,2.0,,2.0,
34095,,2.0,,5.0,
34096,,4.0,,3.0,
34097,,3.0,,1.0,
34098,,3.0,,3.0,
34099,,3.0,,3.0,
34100,,5.0,,3.0,
34101,,5.0,,1.0,
34102,,4.0,,1.0,
34103,,3.0,,1.0,
34104,,3.0,,4.0,
34105,,8.0,,8.0,
34106,,3.0,,1.0,
34107,,1.0,,1.0,
34108,,2.0,,1.0,
34109,,5.0,,3.0,
34110,,2.0,,2.0,
34111,,2.0,,2.0,
34112,,4.0,,2.0,
34113,,1.0,,2.0,
34114,,2.0,,2.0,
34115,,1.0,,1.0,
34116,,5.0,,2.0,
34117,,4.0,,3.0,
34118,,5.0,,2.0,
34119,,5.0,,4.0,
34120,,1.0,,2.0,
34121,,3.0,,2.0,
34122,,1.0,,2.0,
34123,,2.0,,3.0,
34124,,3.0,,3.0,
34125,,1.0,,1.0,
34126,,2.0,,2.0,
34127,,3.0,,3.0,
34128,,3.0,,1.0,
34129,,2.0,,2.0,
34130,,2.0,,2.0,
34131,,3.0,,3.0,
34132,,3.0,,3.0,
34133,,3.0,,2.0,
34134,,2.0,,1.0,
34135,,2.0,,2.0,
34136,,5.0,,2.0,
34137,,2.0,,2.0,
34138,,2.0,,2.0,
34139,,3.0,,2.0,
34140,,5.0,,2.0,
34141,,5.0,,3.0,
34142,,5.0,,4.0,
34143,,2.0,,2.0,
34144,,3.0,,2.0,
34145,,2.0,,2.0,
34146,,1.0,,1.0,
34147,,1.0,,3.0,
34148,,4.0,,2.0,
34149,,4.0,,1.0,
34150,,3.0,,1.0,
34151,,2.0,,2.0,
34152,,1.0,,2.0,
34153,,2.0,,2.0,
34154,,4.0,,2.0,
34155,,4.0,,2.0,
34156,,3.0,,2.0,
34157,,2.0,,3.0,
34158,,3.0,,3.0,
34159,,4.0,,3.0,
34160,,5.0,,1.0,
34161,,5.0,,1.0,
34162,,3.0,,1.0,
34163,,3.0,,1.0,
34164,,3.0,,1.0,
34165,,5.0,,5.0,
34166,,8.0,,8.0,
34167,,4.0,,1.0,
34168,,6.0,,2.0,
34169,,2.0,,2.0,
34170,,2.0,,2.0,
34171,,2.0,,2.0,
34172,,3.0,,2.0,
34173,,2.0,,2.0,
34174,,3.0,,2.0,
34175,,3.0,,2.0,
34176,,3.0,,2.0,
34177,,4.0,,2.0,
34178,,2.0,,2.0,
34179,,4.0,,3.0,
34180,,3.0,,3.0,
34181,,5.0,,3.0,
34182,,4.0,,1.0,
34183,,2.0,,2.0,
34184,,2.0,,2.0,
34185,,2.0,,1.0,
34186,,1.0,,1.0,
34187,,3.0,,2.0,
34188,,5.0,,4.0,
34189,,2.0,,2.0,
34190,,2.0,,4.0,
34191,,3.0,,5.0,
34192,,2.0,,3.0,
34193,,5.0,,4.0,
34194,,2.0,,2.0,
34195,,2.0,,1.0,
34196,,2.0,,3.0,
34197,,2.0,,2.0,
34198,,4.0,,2.0,
34199,,2.0,,3.0,
34200,,2.0,,2.0,
34201,,4.0,,3.0,
34202,,1.0,,1.0,
34203,,3.0,,2.0,
34204,,3.0,,3.0,
34205,,5.0,,4.0,
34206,,2.0,,2.0,
34207,,3.0,,3.0,
34208,,4.0,,2.0,
34209,,3.0,,1.0,
34210,,2.0,,1.0,
34211,,4.0,,1.0,
34212,,5.0,,5.0,
34213,,3.0,,1.0,
34214,,4.0,,2.0,
34215,,4.0,,3.0,
34216,,4.0,,2.0,
34217,,2.0,,1.0,
34218,,1.0,,3.0,
34219,,1.0,,1.0,
34220,,8.0,,8.0,
34221,,4.0,,2.0,
34222,,4.0,,2.0,
34223,,3.0,,2.0,
34224,,3.0,,2.0,
34225,,5.0,,4.0,
34226,,3.0,,2.0,
34227,,5.0,,2.0,
34228,,2.0,,3.0,
34229,,3.0,,3.0,
34230,,5.0,,4.0,
34231,,4.0,,2.0,
34232,,5.0,,2.0,
34233,,3.0,,4.0,
34234,,2.0,,2.0,
34235,,4.0,,2.0,
34236,,3.0,,2.0,
34237,,1.0,,1.0,
34238,,3.0,,2.0,
34239,,3.0,,2.0,
34240,,2.0,,2.0,
34241,,2.0,,2.0,
34242,,2.0,,2.0,
34243,,2.0,,2.0,
34244,,2.0,,1.0,
34245,,4.0,,3.0,
34246,,3.0,,2.0,
34247,,3.0,,3.0,
34248,,5.0,,3.0,
34249,,4.0,,2.0,
34250,,3.0,,2.0,
34251,,2.0,,4.0,
34252,,4.0,,2.0,
34253,,2.0,,1.0,
34254,,2.0,,4.0,
34255,,5.0,,1.0,
34256,,5.0,,2.0,
34257,,4.0,,3.0,
34258,,5.0,,3.0,
34259,,3.0,,2.0,
34260,,2.0,,2.0,
34261,,2.0,,2.0,
34262,,2.0,,2.0,
34263,,3.0,,2.0,
34264,,2.0,,2.0,
34265,,3.0,,2.0,
34266,,2.0,,1.0,
34267,,1.0,,1.0,
34268,,5.0,,1.0,
34269,,1.0,,2.0,
34270,,2.0,,2.0,
34271,,3.0,,2.0,
34272,,5.0,,2.0,
34273,,4.0,,2.0,
34274,,5.0,,2.0,
34275,,5.0,,1.0,
34276,,2.0,,2.0,
34277,,2.0,,1.0,
34278,,3.0,,1.0,
34279,,5.0,,4.0,
34280,,4.0,,4.0,
34281,,1.0,,1.0,
34282,,2.0,,1.0,
34283,,5.0,,1.0,
34284,,2.0,,2.0,
34285,,4.0,,1.0,
34286,,2.0,,3.0,
34287,,2.0,,2.0,
34288,,4.0,,1.0,
34289,,4.0,,1.0,
34290,,4.0,,2.0,
34291,,2.0,,4.0,
34292,,2.0,,3.0,
34293,,3.0,,2.0,
34294,,2.0,,2.0,
34295,,3.0,,4.0,
34296,,4.0,,4.0,
34297,,2.0,,2.0,
34298,,2.0,,2.0,
34299,,3.0,,3.0,
34300,,2.0,,2.0,
34301,,4.0,,2.0,
34302,,8.0,,8.0,
34303,,4.0,,2.0,
34304,,2.0,,2.0,
34305,,2.0,,2.0,
34306,,4.0,,2.0,
34307,,4.0,,3.0,
34308,,2.0,,2.0,
34309,,1.0,,1.0,
34310,,5.0,,2.0,
34311,,2.0,,2.0,
34312,,3.0,,6.0,
34313,,2.0,,2.0,
34314,,3.0,,2.0,
34315,,1.0,,4.0,
34316,,4.0,,2.0,
34317,,4.0,,2.0,
34318,,6.0,,1.0,
34319,,3.0,,2.0,
34320,,6.0,,6.0,
34321,,2.0,,1.0,
34322,,1.0,,2.0,
34323,,2.0,,3.0,
34324,,3.0,,4.0,
34325,,1.0,,2.0,
34326,,1.0,,3.0,
34327,,1.0,,4.0,
34328,,5.0,,3.0,
34329,,4.0,,4.0,
34330,,1.0,,1.0,
34331,,1.0,,2.0,
34332,,5.0,,4.0,
34333,,1.0,,4.0,
34334,,5.0,,3.0,
34335,,4.0,,1.0,
34336,,5.0,,3.0,
34337,,3.0,,3.0,
34338,,4.0,,3.0,
34339,,2.0,,2.0,
34340,,3.0,,3.0,
34341,,4.0,,3.0,
34342,,2.0,,2.0,
34343,,2.0,,2.0,
34344,,5.0,,2.0,
34345,,2.0,,2.0,
34346,,3.0,,3.0,
34347,,4.0,,2.0,
34348,,3.0,,1.0,
34349,,1.0,,2.0,
34350,,5.0,,3.0,
34351,,5.0,,4.0,
34352,,2.0,,2.0,
34353,,3.0,,2.0,
34354,,4.0,,3.0,
34355,,4.0,,3.0,
34356,,2.0,,2.0,
34357,,3.0,,3.0,
34358,,2.0,,2.0,
34359,,5.0,,2.0,
34360,,2.0,,2.0,
34361,,6.0,,2.0,
34362,,4.0,,1.0,
34363,,5.0,,3.0,
34364,,4.0,,1.0,
34365,,1.0,,1.0,
34366,,2.0,,2.0,
34367,,1.0,,2.0,
34368,,2.0,,2.0,
34369,,2.0,,2.0,
34370,,2.0,,2.0,
34371,,2.0,,1.0,
34372,,3.0,,3.0,
34373,,1.0,,2.0,
34374,,2.0,,3.0,
34375,,1.0,,1.0,
34376,,2.0,,2.0,
34377,,1.0,,2.0,
34378,,4.0,,1.0,
34379,,3.0,,3.0,
34380,,3.0,,3.0,
34381,,3.0,,2.0,
34382,,5.0,,5.0,
34383,,1.0,,2.0,
34384,,4.0,,3.0,
34385,,3.0,,2.0,
34386,,3.0,,3.0,
34387,,2.0,,1.0,
34388,,4.0,,2.0,
34389,,3.0,,2.0,
34390,,3.0,,1.0,
34391,,5.0,,2.0,
34392,,2.0,,1.0,
34393,,3.0,,4.0,
34394,,4.0,,4.0,
34395,,2.0,,2.0,
34396,,4.0,,2.0,
34397,,5.0,,4.0,
34398,,3.0,,2.0,
34399,,4.0,,1.0,
34400,,3.0,,3.0,
34401,,3.0,,3.0,
34402,,3.0,,3.0,
34403,,2.0,,3.0,
34404,,2.0,,2.0,
34405,,3.0,,3.0,
34406,,2.0,,1.0,
34407,,1.0,,1.0,
34408,,2.0,,2.0,
34409,,3.0,,3.0,
34410,,1.0,,2.0,
34411,,3.0,,4.0,
34412,,2.0,,2.0,
34413,,2.0,,3.0,
34414,,3.0,,2.0,
34415,,2.0,,4.0,
34416,,2.0,,2.0,
34417,,4.0,,2.0,
34418,,2.0,,2.0,
34419,,4.0,,5.0,
34420,,5.0,,5.0,
34421,,2.0,,1.0,
34422,,2.0,,2.0,
34423,,1.0,,1.0,
34424,,2.0,,2.0,
34425,,4.0,,4.0,
34426,,2.0,,2.0,
34427,,1.0,,1.0,
34428,,3.0,,2.0,
34429,,3.0,,3.0,
34430,,2.0,,1.0,
34431,,2.0,,2.0,
